nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0,0,0.26,0.1,0.27,0.09,0.29,0.13,0,0,0.25,0.1,0.26,0.16,0.26,0.2,0.28,0.19,0.29,0.25,0.31,0.31,0.27,0.2,0.26,0.26,0.26,0.31,0,0,0,0,0.26,0.07,0.25,0.07,walk
0,0,0.24,0.1,0.25,0.09,0,0,0,0,0.23,0.1,0.23,0.16,0.23,0.2,0.26,0.19,0.27,0.25,0.29,0.29,0.24,0.2,0.25,0.26,0.26,0.31,0,0,0,0,0.24,0.07,0.23,0.07,walk
0,0,0.23,0.1,0.24,0.09,0.25,0.13,0,0,0.22,0.1,0.22,0.16,0.22,0.22,0.25,0.19,0.26,0.25,0.27,0.29,0.24,0.2,0.24,0.26,0.26,0.31,0,0,0,0,0.23,0.06,0.22,0.07,walk
0,0,0.23,0.1,0.23,0.09,0.24,0.15,0.26,0.17,0.21,0.12,0.21,0.17,0.21,0.19,0.24,0.19,0.24,0.25,0.26,0.31,0.23,0.2,0.24,0.26,0.26,0.31,0,0,0,0,0.22,0.07,0.21,0.07,walk
0,0,0.21,0.1,0.22,0.1,0.23,0.13,0.24,0.17,0.2,0.12,0.2,0.16,0.19,0.19,0.23,0.19,0.23,0.26,0.25,0.31,0.22,0.2,0.23,0.26,0.25,0.31,0,0,0,0,0.21,0.07,0.2,0.09,walk
0,0,0.2,0.1,0.21,0.1,0.23,0.15,0.23,0.17,0.2,0.12,0.19,0.16,0.19,0.19,0.22,0.19,0.22,0.26,0.24,0.31,0.21,0.2,0.21,0.26,0.24,0.31,0,0,0,0,0.21,0.07,0.2,0.07,walk
0,0,0.2,0.1,0.21,0.1,0.21,0.15,0,0,0.19,0.12,0.19,0.16,0.18,0.17,0.21,0.19,0.21,0.25,0,0,0.21,0.2,0.21,0.26,0,0,0,0,0,0,0.2,0.07,0.18,0.07,walk
0,0,0.19,0.1,0.2,0.1,0,0,0,0,0.18,0.12,0.18,0.16,0,0,0.21,0.19,0.21,0.25,0.23,0.31,0.2,0.19,0.2,0.26,0.21,0.31,0,0,0,0,0.19,0.07,0.18,0.07,walk
0,0,0.17,0.12,0.18,0.1,0.19,0.16,0.19,0.19,0.16,0.12,0.17,0.17,0.17,0.2,0.19,0.2,0,0,0,0,0.18,0.22,0.18,0.26,0.18,0.31,0,0,0,0,0.17,0.07,0.15,0.09,walk
0,0,0.16,0.12,0.17,0.1,0.18,0.16,0,0,0.15,0.12,0.16,0.17,0.16,0.2,0.18,0.19,0.18,0.26,0.2,0.32,0.17,0.2,0.17,0.26,0.17,0.31,0,0,0,0,0,0,0.15,0.09,walk
0,0,0.15,0.12,0.16,0.1,0.17,0.15,0,0,0.14,0.12,0.15,0.17,0.15,0.22,0.17,0.2,0.18,0.26,0.19,0.32,0.16,0.2,0.17,0.26,0.17,0.31,0,0,0,0,0.15,0.07,0.14,0.09,walk
0,0,0.14,0.12,0.15,0.1,0,0,0,0,0.13,0.12,0.13,0.17,0.13,0.22,0.17,0.19,0.18,0.26,0.19,0.32,0.15,0.2,0.17,0.26,0.17,0.31,0,0,0,0,0.14,0.09,0.13,0.09,walk
0,0,0.13,0.12,0.15,0.1,0.16,0.15,0.17,0.17,0.12,0.12,0.12,0.17,0.12,0.2,0.16,0.2,0.16,0.25,0,0,0.15,0.2,0.15,0.25,0.17,0.31,0,0,0,0,0.13,0.09,0.12,0.09,walk
0,0,0.13,0.12,0.13,0.12,0.15,0.15,0.16,0.17,0.12,0.13,0.12,0.17,0.1,0.2,0.15,0.2,0.15,0.25,0.17,0.29,0.13,0.2,0.14,0.26,0.13,0.29,0,0,0,0,0.13,0.09,0.12,0.1,walk
0.1,0.12,0.12,0.12,0.12,0.12,0.13,0.16,0.15,0.19,0.1,0.13,0.1,0.17,0.1,0.2,0.13,0.2,0.13,0.26,0.13,0.31,0.12,0.2,0.13,0.26,0.13,0.31,0,0,0,0,0.11,0.1,0.1,0.1,walk
0.08,0.12,0.1,0.13,0.1,0.12,0,0,0,0,0.09,0.13,0.1,0.19,0.1,0.22,0.12,0.2,0.12,0.26,0.13,0.31,0.1,0.22,0.1,0.26,0.12,0.31,0,0,0.08,0.1,0,0,0.09,0.1,walk
0.07,0.12,0.09,0.13,0.09,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0.2,0.12,0.26,0.13,0.31,0.1,0.22,0.09,0.28,0.1,0.32,0,0,0,0,0,0,0,0,walk
0.06,0.13,0.07,0.13,0,0,0,0,0,0,0.07,0.15,0.09,0.19,0.09,0.23,0.1,0.22,0.11,0.26,0.13,0.31,0.09,0.22,0.09,0.29,0.09,0.32,0,0,0.06,0.12,0,0,0.06,0.12,walk
0.04,0.13,0.06,0.15,0,0,0,0,0,0,0.06,0.15,0.07,0.19,0.08,0.23,0.08,0.23,0.09,0.26,0.12,0.31,0.07,0.23,0.07,0.29,0.08,0.33,0,0,0.04,0.13,0,0,0.05,0.12,walk
0.09,0.1,0.09,0.13,0.08,0.15,0.08,0.19,0.09,0.22,0.1,0.13,0.12,0.16,0.13,0.19,0.1,0.22,0.11,0.28,0.12,0.33,0.11,0.22,0.12,0.28,0.12,0.32,0.09,0.1,0,0,0.08,0.1,0,0,walk
0.09,0.1,0.09,0.13,0.08,0.15,0.09,0.19,0.09,0.23,0.1,0.13,0.11,0.16,0.12,0.19,0.1,0.23,0.11,0.28,0.12,0.32,0.11,0.22,0.12,0.28,0.12,0.32,0.09,0.1,0,0,0.08,0.1,0,0,walk
0.09,0.1,0.09,0.13,0.08,0.15,0.09,0.19,0.1,0.23,0.1,0.13,0.11,0.16,0.12,0.2,0.1,0.23,0.11,0.28,0.12,0.33,0.12,0.22,0.12,0.28,0.12,0.32,0.09,0.1,0,0,0.09,0.1,0,0,walk
0.05,0.13,0.04,0.15,0,0,0,0,0,0,0.05,0.15,0,0,0,0,0.06,0.23,0.08,0.28,0.09,0.33,0.06,0.23,0.07,0.28,0,0,0,0,0,0,0,0,0,0,stand
0.07,0.12,0.06,0.15,0.06,0.15,0.07,0.2,0.08,0.23,0.07,0.15,0,0,0,0,0.07,0.23,0.09,0.29,0.09,0.32,0.09,0.22,0.1,0.26,0.1,0.32,0.07,0.1,0.07,0.1,0.06,0.12,0,0,stand
0.09,0.12,0.08,0.15,0.07,0.15,0.09,0.19,0.1,0.22,0.09,0.13,0.1,0.17,0.1,0.2,0.09,0.23,0.1,0.28,0.1,0.33,0.1,0.22,0.12,0.28,0.13,0.31,0.09,0.1,0.09,0.1,0.07,0.12,0,0,stand
0.1,0.12,0.09,0.13,0.09,0.15,0.09,0.19,0.11,0.2,0.1,0.13,0.1,0.16,0.12,0.2,0.1,0.23,0.1,0.28,0.1,0.32,0.12,0.22,0.13,0.28,0.15,0.32,0.09,0.1,0,0,0.09,0.12,0,0,stand
0.1,0.1,0.09,0.15,0.09,0.15,0.09,0.19,0.11,0.2,0.1,0.13,0.1,0.16,0.12,0.2,0.1,0.23,0.1,0.28,0.1,0.32,0.12,0.22,0.13,0.28,0.15,0.32,0.09,0.1,0,0,0.09,0.12,0,0,stand
0.12,0.1,0.11,0.13,0.1,0.13,0.1,0.19,0.12,0.22,0.12,0.12,0.13,0.16,0.14,0.19,0.12,0.22,0.13,0.28,0.13,0.32,0.13,0.22,0.15,0.26,0.15,0.31,0.12,0.09,0.12,0.09,0.11,0.1,0,0,stand
0.13,0.1,0.13,0.13,0.12,0.13,0.12,0.17,0.13,0.2,0.14,0.12,0.15,0.15,0.17,0.17,0.14,0.22,0.15,0.26,0.15,0.31,0.15,0.2,0.16,0.26,0,0,0.13,0.09,0.13,0.09,0.12,0.1,0,0,stand
0.15,0.1,0.14,0.13,0.13,0.13,0.12,0.17,0.14,0.2,0.15,0.12,0.16,0.15,0.17,0.17,0.15,0.22,0.17,0.26,0.19,0.33,0.16,0.2,0.16,0.26,0.15,0.31,0.14,0.09,0.15,0.09,0.13,0.1,0,0,stand
0.17,0.09,0.16,0.12,0.15,0.12,0.15,0.17,0.16,0.19,0.17,0.12,0,0,0,0,0.17,0.2,0.18,0.28,0.19,0.33,0.18,0.2,0.19,0.28,0,0,0.17,0.07,0.17,0.07,0.15,0.09,0,0,stand
0.18,0.09,0.17,0.12,0.16,0.12,0.16,0.16,0.18,0.2,0.17,0.1,0,0,0,0,0.18,0.2,0.18,0.28,0.19,0.33,0.19,0.19,0.2,0.25,0,0,0.17,0.07,0.17,0.07,0.17,0.09,0,0,stand
0.18,0.09,0.17,0.12,0.16,0.12,0.16,0.17,0.18,0.2,0.17,0.1,0,0,0,0,0.18,0.2,0.18,0.28,0.19,0.33,0.19,0.19,0.2,0.25,0.2,0.31,0.17,0.07,0.17,0.07,0.17,0.09,0,0,stand
0.2,0.09,0.19,0.12,0.18,0.12,0.18,0.16,0.2,0.2,0.2,0.1,0,0,0,0,0.2,0.2,0.22,0.25,0,0,0.21,0.2,0.23,0.25,0.24,0.29,0.2,0.07,0,0,0.18,0.07,0,0,stand
0.22,0.07,0.21,0.1,0.21,0.1,0.2,0.15,0.21,0.19,0.21,0.09,0,0,0,0,0.21,0.2,0.23,0.25,0.24,0.29,0.23,0.19,0.24,0.23,0.24,0.29,0.22,0.06,0,0,0.21,0.07,0,0,stand
0.22,0.07,0.21,0.1,0.21,0.1,0.2,0.16,0.21,0.19,0.21,0.09,0,0,0,0,0.21,0.2,0.23,0.25,0.24,0.29,0.23,0.19,0.24,0.23,0.24,0.29,0.22,0.06,0,0,0.21,0.07,0,0,stand
0.26,0.06,0.25,0.09,0.24,0.09,0.24,0.15,0.25,0.19,0.26,0.09,0.27,0.12,0.28,0.13,0.26,0.19,0.28,0.25,0.29,0.29,0.27,0.19,0.27,0.23,0,0,0.26,0.06,0,0,0.25,0.06,0,0,stand
0.27,0.06,0.26,0.09,0,0,0,0,0,0,0.26,0.09,0.27,0.12,0.29,0.13,0.27,0.17,0.28,0.23,0.29,0.29,0.28,0.17,0.29,0.23,0.29,0.29,0,0,0,0,0,0,0,0,stand
0.29,0.04,0.27,0.07,0.27,0.09,0.28,0.13,0.29,0.17,0.28,0.07,0,0,0,0,0.28,0.17,0.29,0.22,0.29,0.29,0.29,0.17,0.31,0.2,0.31,0.28,0.28,0.04,0,0,0.27,0.04,0,0,stand
0.31,0.04,0.29,0.07,0.29,0.07,0.3,0.13,0.32,0.16,0.3,0.07,0.31,0.12,0,0,0.3,0.17,0.3,0.23,0.29,0.29,0.31,0.17,0.33,0.22,0.35,0.25,0.3,0.04,0,0,0.29,0.04,0,0,stand
0.32,0.04,0.31,0.07,0.31,0.07,0.31,0.12,0.33,0.15,0.32,0.07,0,0,0,0,0.32,0.17,0.33,0.22,0.31,0.26,0.33,0.16,0.34,0.19,0.35,0.25,0.32,0.03,0,0,0.31,0.04,0,0,stand
0.34,0.04,0.32,0.06,0.32,0.06,0.32,0.12,0.33,0.15,0.33,0.06,0,0,0,0,0.33,0.15,0.35,0.2,0.35,0.25,0.34,0.15,0.35,0.2,0.35,0.25,0.34,0.03,0.34,0.03,0.32,0.03,0,0,stand
0.35,0.03,0.34,0.06,0.34,0.06,0.33,0.12,0.34,0.16,0.35,0.06,0.36,0.09,0.38,0.1,0.35,0.16,0.35,0.2,0.35,0.25,0.35,0.15,0.37,0.2,0.38,0.25,0.35,0.03,0,0,0.34,0.03,0,0,stand
0.36,0.03,0.35,0.06,0.34,0.06,0.34,0.12,0.34,0.16,0.35,0.06,0.37,0.09,0.39,0.1,0.37,0.16,0.38,0.2,0.4,0.25,0.36,0.16,0.36,0.2,0.35,0.25,0.36,0.03,0,0,0.35,0.03,0,0,stand
0.36,0.03,0.35,0.06,0.34,0.06,0.34,0.1,0.34,0.16,0.36,0.06,0.37,0.09,0.39,0.1,0.37,0.16,0.38,0.2,0.4,0.25,0.36,0.16,0.36,0.2,0.35,0.25,0.36,0.03,0,0,0.35,0.03,0,0,stand
0.36,0.03,0.35,0.06,0.34,0.06,0.34,0.1,0.34,0.16,0.36,0.06,0.37,0.09,0.39,0.1,0.37,0.16,0.38,0.2,0.4,0.25,0.36,0.16,0.36,0.2,0.35,0.25,0.36,0.03,0,0,0.35,0.03,0,0,stand
0.37,0.03,0.37,0.04,0.36,0.06,0.35,0.1,0.36,0.16,0.37,0.04,0.38,0.09,0.4,0.1,0.37,0.15,0.39,0.2,0.4,0.26,0.38,0.15,0.38,0.2,0.37,0.23,0.37,0.03,0,0,0.37,0.03,0,0,stand
0.4,0.03,0.4,0.04,0.38,0.04,0.37,0.1,0.38,0.12,0.41,0.04,0.42,0.09,0.42,0.12,0.39,0.15,0.4,0.2,0.4,0.25,0.42,0.13,0.43,0.19,0.45,0.25,0.39,0.02,0.4,0.02,0.38,0.02,0.4,0,stand
0.4,0.03,0.4,0.04,0.38,0.04,0.38,0.09,0.38,0.13,0.42,0.04,0.43,0.09,0.43,0.12,0.4,0.15,0.4,0.2,0.4,0.25,0.42,0.15,0.43,0.2,0.44,0.25,0.4,0.02,0.4,0.02,0.39,0.02,0.41,0,stand
0.4,0.03,0.4,0.04,0.38,0.04,0.38,0.09,0.38,0.13,0.42,0.04,0.43,0.09,0.43,0.12,0.4,0.15,0.4,0.2,0.4,0.25,0.42,0.15,0.43,0.2,0.44,0.25,0.4,0.02,0.4,0.02,0.39,0.02,0.41,0,stand
0.41,0.03,0.42,0.04,0.4,0.04,0.39,0.09,0.38,0.13,0.43,0.03,0.45,0.07,0.45,0.12,0.41,0.15,0.41,0.2,0.42,0.25,0.43,0.13,0.44,0.2,0.45,0.25,0.41,0.02,0.41,0.02,0.4,0.02,0.42,0,stand
0,0,0.42,0.03,0.43,0.03,0.45,0.07,0.46,0.13,0.41,0.04,0.4,0.07,0.39,0.12,0.43,0.13,0.43,0.2,0.44,0.25,0.42,0.13,0.43,0.2,0.45,0.25,0,0,0,0,0,0,0.41,0,stand
0.41,0.02,0.43,0.03,0.42,0.03,0.42,0.09,0.41,0.12,0.43,0.03,0.44,0.09,0.44,0.13,0.42,0.13,0.43,0.19,0.45,0.25,0.43,0.13,0.43,0.19,0.45,0.25,0,0,0.41,0.02,0,0,0.42,0,stand
0.41,0.02,0.43,0.03,0,0,0,0,0,0,0.43,0.03,0.43,0.09,0.42,0.13,0.44,0.13,0.43,0.19,0.45,0.23,0.43,0.13,0.43,0.19,0.44,0.25,0,0,0.41,0,0,0,0.42,0,stand
0.4,0.02,0.43,0.03,0.43,0.02,0,0,0,0,0.42,0.03,0.42,0.09,0.42,0.13,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.03,0.43,0.03,0.43,0.02,0,0,0,0,0.42,0.04,0.42,0.09,0.42,0.15,0.45,0.12,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.03,0.42,0.03,0.43,0.02,0,0,0,0,0.42,0.03,0.42,0.09,0.42,0.15,0.45,0.12,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.03,0.43,0.03,0.44,0.03,0.45,0.07,0,0,0.41,0.04,0.42,0.09,0.42,0.15,0.45,0.12,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.03,0.43,0.03,0.45,0.03,0.45,0.07,0,0,0.42,0.04,0.42,0.09,0.42,0.15,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.15,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.02,0.43,0.03,0.45,0.03,0.45,0.07,0,0,0.42,0.03,0.42,0.09,0.42,0.15,0.45,0.12,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.2,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.02,0.43,0.03,0.45,0.02,0.45,0.07,0,0,0.42,0.03,0.42,0.09,0.42,0.13,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.13,0.43,0.19,0.43,0.26,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.02,0.43,0.02,0.44,0.02,0.45,0.06,0,0,0.42,0.03,0.42,0.09,0.42,0.15,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.13,0.42,0.19,0.43,0.25,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.02,0.43,0.03,0.44,0.02,0.45,0.07,0,0,0.42,0.03,0.42,0.09,0.42,0.15,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.13,0.42,0.19,0.43,0.25,0,0,0.4,0.02,0,0,0.41,0,stand
0.4,0.02,0.43,0.03,0.44,0.02,0.45,0.07,0,0,0.42,0.03,0.42,0.09,0.42,0.15,0.45,0.13,0.45,0.19,0.45,0.25,0.43,0.13,0.42,0.19,0.43,0.25,0,0,0.4,0.02,0,0,0.41,0,stand
0,0,0.37,0.1,0.38,0.1,0.4,0.13,0,0,0.36,0.12,0.35,0.17,0.35,0.19,0.4,0.17,0.42,0.22,0.41,0.28,0.38,0.19,0.38,0.23,0.38,0.28,0,0,0,0,0.37,0.07,0.36,0.09,stand
0,0,0.37,0.07,0.38,0.07,0.4,0.1,0.4,0.12,0.35,0.09,0.35,0.13,0.36,0.16,0.4,0.15,0.4,0.19,0.41,0.26,0.37,0.16,0.38,0.22,0.38,0.26,0,0,0,0,0.37,0.04,0.35,0.04,stand
0,0,0.37,0.04,0.38,0.04,0.4,0.07,0.42,0.12,0.35,0.06,0.35,0.1,0.35,0.15,0.4,0.13,0.4,0.19,0.4,0.23,0.37,0.15,0.38,0.2,0.38,0.26,0,0,0,0,0.37,0.02,0.36,0.02,stand
0,0,0.37,0.04,0.39,0.04,0.4,0.07,0.42,0.12,0.35,0.06,0.35,0.1,0.35,0.15,0.4,0.13,0.4,0.19,0.4,0.23,0.37,0.15,0.38,0.2,0.38,0.26,0,0,0,0,0.37,0.02,0.36,0.02,stand
0,0,0.37,0.04,0.39,0.03,0.4,0.07,0.42,0.1,0.36,0.04,0.36,0.09,0.36,0.13,0.4,0.12,0.4,0.17,0.4,0.23,0.37,0.13,0.37,0.19,0.38,0.23,0,0,0,0,0.37,0,0.36,0,stand
0,0,0.37,0.03,0.39,0.03,0.4,0.07,0.4,0.1,0.36,0.04,0.36,0.09,0.36,0.13,0.39,0.12,0.4,0.17,0.4,0.23,0.37,0.13,0.37,0.17,0.38,0.23,0,0,0,0,0.37,0,0.36,0,stand
0,0,0.37,0.03,0.39,0.03,0.4,0.07,0.4,0.1,0.36,0.04,0.36,0.09,0.36,0.13,0.39,0.12,0.4,0.17,0.4,0.23,0.37,0.13,0.37,0.17,0.38,0.23,0,0,0,0,0.37,0,0.36,0,stand
0,0,0.37,0.03,0.38,0.03,0.4,0.07,0.39,0.09,0.35,0.04,0.36,0.09,0.36,0.13,0.39,0.12,0.4,0.17,0.4,0.23,0.37,0.13,0.37,0.17,0.37,0.22,0,0,0,0,0,0,0.35,0,stand
0,0,0.36,0.03,0.37,0.02,0.38,0.06,0.39,0.09,0.35,0.04,0.34,0.09,0.34,0.12,0.38,0.12,0.38,0.16,0.39,0.2,0.36,0.12,0.37,0.17,0.37,0.22,0,0,0,0,0,0,0.34,0,stand
0,0,0.36,0.03,0.37,0.02,0.38,0.06,0.39,0.09,0.34,0.03,0.34,0.09,0.34,0.1,0.38,0.1,0.38,0.16,0.38,0.22,0.36,0.12,0.37,0.17,0.37,0.22,0,0,0,0,0,0,0.34,0,stand
0.34,0,0.36,0.03,0.37,0.02,0.38,0.06,0.39,0.09,0.35,0.03,0.34,0.07,0.34,0.1,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.12,0.36,0.16,0.37,0.22,0,0,0,0,0,0,0.34,0,stand
0,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.09,0.35,0.03,0.35,0.07,0.35,0.12,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.12,0.36,0.16,0.37,0.22,0,0,0,0,0,0,0.35,0,stand
0,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.35,0.03,0.35,0.07,0.35,0.12,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.12,0.36,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.35,0.03,0.35,0.07,0.35,0.12,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0.34,0,0.35,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.34,0.03,0.34,0.07,0.35,0.1,0.37,0.1,0.38,0.16,0.38,0.2,0.36,0.12,0.36,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0,0,0.35,0.02,0.37,0.02,0.38,0.06,0.38,0.09,0.34,0.03,0.34,0.09,0.34,0.1,0.37,0.1,0.37,0.16,0.38,0.2,0.35,0.1,0.36,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0,0,0.35,0.02,0.37,0.02,0.37,0.06,0.38,0.09,0.34,0.03,0.34,0.07,0.34,0.1,0.37,0.1,0.37,0.16,0.38,0.2,0.35,0.12,0.36,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0,0,0.36,0.02,0.37,0.02,0.39,0.04,0.38,0.09,0.35,0.03,0.35,0.07,0.36,0.09,0.38,0.1,0.38,0.16,0.38,0.2,0.37,0.12,0.37,0.17,0.37,0.22,0,0,0,0,0,0,0.35,0,stand
0.35,0,0.36,0.02,0.37,0.02,0.39,0.04,0.39,0.07,0.35,0.03,0.35,0.07,0.37,0.09,0.38,0.1,0.38,0.16,0.38,0.2,0.37,0.12,0.37,0.16,0.37,0.22,0,0,0,0,0,0,0.35,0,stand
0.35,0,0.36,0.02,0.37,0.02,0.39,0.04,0.39,0.07,0.35,0.03,0.35,0.07,0.37,0.09,0.38,0.1,0.38,0.16,0.38,0.2,0.37,0.12,0.37,0.16,0.37,0.22,0,0,0,0,0,0,0,0,stand
0.35,0,0.36,0.02,0.37,0.02,0.39,0.04,0.39,0.07,0.35,0.03,0.35,0.07,0.37,0.09,0.38,0.1,0.38,0.16,0.38,0.2,0.37,0.12,0.37,0.16,0.37,0.22,0,0,0,0,0,0,0,0,stand
0,0,0.37,0.02,0.38,0,0.39,0.03,0.38,0.07,0.35,0.02,0.35,0.04,0,0,0.38,0.09,0.38,0.15,0.38,0.2,0.37,0.1,0.36,0.16,0.37,0.2,0,0,0,0,0,0,0,0,stand
0,0,0.37,0.02,0.38,0,0.39,0.03,0.39,0.07,0.35,0.02,0.35,0.06,0.36,0.09,0.38,0.09,0.38,0.15,0.38,0.2,0.37,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0,0,0.37,0.02,0.38,0,0.39,0.03,0.39,0.07,0.35,0.02,0.35,0.06,0.37,0.09,0.38,0.09,0.38,0.15,0.38,0.2,0.37,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0,0,0.37,0.02,0.38,0.02,0.39,0.04,0.39,0.09,0.35,0.02,0.35,0.07,0.35,0.1,0.38,0.09,0.38,0.15,0.38,0.2,0.37,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0.34,0,0.36,0.02,0.38,0.02,0.38,0.06,0.38,0.09,0.35,0.03,0.35,0.09,0.35,0.1,0.38,0.09,0.38,0.15,0.38,0.2,0.37,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.07,0.35,0.03,0.35,0.07,0.35,0.1,0.38,0.09,0.38,0.15,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0.34,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.09,0.35,0.03,0.35,0.07,0.35,0.1,0.38,0.1,0.38,0.15,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0.34,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.35,0.03,0.35,0.07,0.35,0.12,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.35,0,stand
0.34,0,0.36,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.34,0.03,0.34,0.07,0.35,0.1,0.38,0.1,0.38,0.16,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0,0,0.35,0.02,0.37,0.02,0.38,0.06,0.38,0.1,0.34,0.03,0.34,0.07,0.34,0.12,0.37,0.1,0.38,0.15,0.38,0.2,0.36,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0.34,0,0.35,0.02,0.37,0.02,0.38,0.06,0,0,0.34,0.03,0.34,0.07,0.34,0.1,0.37,0.1,0.38,0.15,0.38,0.2,0.35,0.1,0.37,0.16,0.37,0.2,0,0,0,0,0,0,0.34,0,stand
0,0,0.35,0.03,0.37,0.02,0.38,0.06,0.38,0.1,0.34,0.03,0.34,0.07,0.34,0.1,0.37,0.1,0.38,0.15,0.38,0.2,0.35,0.1,0.36,0.16,0.37,0.22,0,0,0,0,0,0,0.34,0,stand
0,0,0.42,0.04,0.43,0.04,0.45,0.09,0.46,0.13,0.4,0.06,0.4,0.12,0.4,0.15,0.44,0.15,0.44,0.22,0.45,0.28,0.42,0.16,0.42,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.4,0.02,stand
0,0,0.42,0.04,0.43,0.04,0.45,0.09,0.46,0.13,0.4,0.06,0.4,0.12,0.4,0.15,0.44,0.15,0.44,0.22,0.45,0.28,0.42,0.16,0.42,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.4,0.02,stand
0,0,0.41,0.06,0.43,0.04,0.45,0.09,0.45,0.13,0.39,0.06,0.39,0.12,0.4,0.15,0.43,0.15,0.44,0.22,0.45,0.28,0.41,0.16,0.42,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.4,0.03,stand
0,0,0.41,0.06,0.43,0.04,0.45,0.09,0.45,0.13,0.39,0.06,0.39,0.15,0.4,0.16,0.44,0.15,0.45,0.22,0.45,0.28,0.41,0.16,0.42,0.23,0.42,0.29,0,0,0,0,0.41,0.02,0.4,0.03,stand
0,0,0.41,0.06,0.43,0.04,0.45,0.09,0.45,0.13,0.39,0.06,0.39,0.12,0.4,0.15,0.44,0.15,0.45,0.22,0.46,0.29,0.41,0.16,0.42,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.4,0.03,stand
0,0,0.42,0.06,0.43,0.04,0.45,0.09,0.46,0.13,0.4,0.06,0.4,0.12,0.4,0.16,0.45,0.15,0.45,0.22,0.46,0.29,0.42,0.16,0.42,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.4,0.03,stand
0,0,0.43,0.06,0.45,0.04,0.46,0.09,0.46,0.15,0.41,0.06,0.4,0.12,0.41,0.16,0.45,0.16,0.46,0.23,0.46,0.29,0.42,0.16,0.43,0.23,0.43,0.29,0,0,0,0,0.42,0.02,0.41,0.03,stand
